book_name,book_author,book_release_date,book_number_of_pages
Reversible Errors (Kindle County Legal Thriller #6),Scott Turow,11/1/2003,553
The Laws Of Our Fathers (Kindle County Legal Thriller #4),Scott Turow,9/1/1997,817
Personal Injuries (Kindle County Legal Thriller #5),Scott Turow,12/1/2000,528
One L: The Turbulent True Story of a First Year at Harvard Law School,Scott Turow,9/1/1997,288
Ultimate Punishment,Scott Turow,8/1/2004,176
The Physician (Cole Family Trilogy  #1),Noah Gordon,7/1/2001,720
Matters of Choice (Cole Family Trilogy  #3),Noah Gordon/Mirjana Cvekić/Ljiljana Cvekić,5/1/1997,448
The Rabbi,Noah Gordon,8/12/1987,448
The Last Jew,Noah Gordon/Mirjana Cvekić/Ljiljana Cvekić,8/15/2000,352
The Frequencies,Noah Eli Gordon,1/1/2003,81
Chamán (Familia Cole  #2),Noah Gordon/Elsa Mateo,6/30/2006,768
The Talking Horse and the Sad Girl and the Village Under the Sea: Poems,Mark Haddon,4/11/2006,60
Ocean Star Express,Mark Haddon/Peter   Sutton,7/1/2002,32
The Damned and the Beautiful: American Youth in the 1920's,Paula S. Fass,2/19/1978,520
This Side of Paradise (Paradise  #1),Steven L. Layne,3/31/2005,224
Trimalchio,F. Scott Fitzgerald/James L.W. West III,4/25/2002,214
Souvenir of Canada 2,Douglas Coupland,5/10/2004,144
Souvenir of Canada,Douglas Coupland,7/1/2002,144
The Illustrated Art of War,Sun Tzu/Samuel B. Griffith,10/15/2005,272
World War 3 Illustrated: Confrontational Comics,Scott   Cunningham/Peter Kuper/Seth Tobocman/Sabrina Jones,10/17/1995,256
Master Index: An Illustrated Guide,Time-Life Books,9/1/1993,175
A New Hope: The Illustrated Screenplay (Star Wars  Episode IV),George Lucas,3/24/1998,166
Soul of the Sword: An Illustrated History of Weaponry and Warfare from Prehistory to the Present,Robert L. O'Connell/John    Batchelor,8/27/2002,400
Star Wars Episode 1: The Phantom Menace Illustrated Screenplay,George Lucas,4/21/1999,150
Warfare in the Classical World: An Illustrated Encyclopedia of Weapons  Warriors  and Warfare in the Ancient Civilizations of Greece and Rome,John Warry/Phillip de ste. Croix,10/15/1995,224
The Winter of Our Discontent,John Steinbeck/Susan Shillinglaw,8/26/2008,336
Cannery Row,John Steinbeck,2/5/2002,181
The Grapes of Wrath and Other Writings 1936–1941: The Long Valley / The Grapes of Wrath / The Log from the Sea of Cortez / The Harvest Gypsies,John Steinbeck/Elaine Steinbeck/Robert DeMott,9/1/1996,1088
Tortilla Flat,John Steinbeck,9/7/2000,154
The Log from the Sea of Cortez,John Steinbeck/Richard Astro,1/18/2001,288
The Illustrated Longitude: The True Story of a Lone Genius Who Solved the Greatest Scientific Problem of His Time,Dava Sobel/William J.H. Andrewes/William J. H. Andrewes,10/1/2003,224
Longitude: The True Story of a Lone Genius Who Solved the Greatest Scientific Problem of His Time,Dava Sobel/Neil Armstrong,10/1/2005,192
Latitude and Longitude (Rookie Read-About Geography),Rebecca Aberg/Jeanne Clidas,9/1/2003,32
The Quest for Longitude: The Proceedings of the Longitude Symposium  Harvard University  Cambridge  Massachusetts  November 4-6  1993,William Andrewes,10/1/1996,437
1421: The Year China Discovered America,Gavin Menzies,1/1/2004,650
Dr. Desirable,Kristi Gold,1/25/2002,192
Mayflower: A Story of Courage  Community  and War,Nathaniel Philbrick,5/9/2006,461
Before the Mayflower: A History of Black America,Lerone Bennett Jr.,10/23/2003,796
Before The Mayflower A History of Black America,Lerone Bennett Jr.,5/1/1984,70
Shalimar the Clown,Salman Rushdie,10/10/2006,398
Midnight's Children,Salman Rushdie,4/8/1982,463
Haroun and the Sea of Stories (Khalifa Brothers  #1),Salman Rushdie/Paul Birkbeck,8/27/1999,224
Fury,Salman Rushdie,9/5/2002,272
Code Complete,Steve McConnell,6/19/2004,914
Dale Carnegie's Lifetime Plan for Success: How to Win Friends and Influence People & How to Stop Worrying and Start Living,Dale Carnegie,6/15/1998,538
How to Stop Worrying and Start Living,Dale Carnegie,10/5/2004,358
How To Enjoy Your Life And Your Job,Dale Carnegie/Dorothy Carnegie,1/2/1990,224
The Leader In You: How to Win Friends  Influence People and Succeed in a Changing World,Dale Carnegie/Stuart R. Levine/Michael A. Crom,5/1/1995,256
The Drama of the Gifted Child: The Search for the True Self,Alice   Miller/Ruth Ward,7/22/2008,144
The Drama of the Gifted Child: The Search for the True Self,Alice   Miller,6/1/1983,118
Who Moved My Cheese?,Spencer Johnson/Kenneth H. Blanchard,2/7/2002,96
Blue Ocean Strategy: How to Create Uncontested Market Space and Make the Competition Irrelevant,W. Chan Kim/Renée Mauborgne,2/1/2005,240
Heart of Darkness,Joseph Conrad,10/1/2003,188
Heart of Darkness and Other Tales,Joseph Conrad/Cedric Watts,9/25/2003,225
Heart of Darkness,Joseph Conrad,5/1/2003,132
Teacher Man (Frank McCourt  #3),Frank McCourt,9/19/2006,272
Angela's Ashes,Frank McCourt,12/17/1998,224
Three Men in a Boat (Three Men  #1),Jerome K. Jerome,10/1/1994,185
Three Men in a Boat: To Say Nothing of the Dog,Jerome K. Jerome,6/16/2006,144
Three Men in a Boat: To Say Nothing of the Dog,Jerome K. Jerome,3/1/2005,272
Three Men in a Boat,Jerome K. Jerome,3/25/2004,178
Three Men in a Boat and Three Men on the Bummel,Jerome K. Jerome/Jeremy Lewis,11/25/1999,400
Kafka on the Shore,Haruki Murakami/Philip Gabriel,1/3/2006,467
The Brothers Karamazov,Fyodor Dostoyevsky/Constance Garnett/Manuel Komroff/John Bayley,6/1/1999,736
The Brothers Karamazov,Fyodor Dostoyevsky/Fyodor Dostoevsky/Richard Pevear/Larissa Volokhonsky,6/14/2002,796
The Brothers Karamazov,Fyodor Dostoyevsky/David McDuff,2/27/2003,1013
The Brothers Karamazov,Fyodor Dostoyevsky/Richard Pevear/Larissa Volokhonsky,9/3/1991,796
The Brothers Karamazov,Fyodor Dostoyevsky/Simon Vance/Thomas R. Beyer Jr.,5/1/2005,16
The Brothers Karamazov,Fyodor Dostoyevsky/Constance Garnett/Maire Jaanus,7/25/2004,720
CliffsNotes on Dostoevsky's The Brothers Karamazov,James Lamar Roberts/Gary Carey,1/10/2003,96
Hungry Planet,Peter Menzel/Faith D'Aluisio,10/1/2005,288
The Very Hungry Caterpillar,Eric Carle,3/23/1994,13
The Little Mouse  the Red Ripe Strawberry and the Big Hungry Bear,Don    Wood,9/1/1996,32
One Hundred Hungry Ants,Elinor J. Pinczes/Bonnie Mackain,9/27/1999,32
The Hungry Tide,Amitav Ghosh,6/7/2006,333
Feeding the Hungry Heart: The Experience of Compulsive Eating,Geneen Roth,9/1/1993,224
What Is the What,Dave Eggers,10/18/2006,475
A Heartbreaking Work of Staggering Genius,Dave Eggers,2/13/2001,485
You Shall Know Our Velocity!,Dave Eggers,7/1/2003,401
How We Are Hungry,Dave Eggers,10/11/2005,224
How We Are Hungry: Stories,Dave Eggers,10/13/2004,218
Merry Christmas  Stinky Face,Lisa McCourt/Cyd Moore,10/1/2004,32
Love You Until--,Lisa McCourt/Cyd Moore,12/3/2005,32
Year of Wonders,Geraldine Brooks,4/30/2002,358
The Wonder Years: Helping Your Baby and Young Child Successfully Negotiate the Major Developmental Milestones,Tanya Remer Altmann/American Academy of Pediatrics,9/26/2006,224
Wolves of the Calla (The Dark Tower  #5),Stephen King/Bernie Wrightson,2/1/2006,931
A Man Without a Country,Kurt Vonnegut Jr./Daniel Simon,1/16/2007,160
Slaughterhouse-Five,Kurt Vonnegut Jr.,1/12/1999,275
Kurt Vonnegut's Cat's Cradle (Modern Critical Interpretations),Harold Bloom/Terry Southern/David H. Goldsmith/James Lundquist/Lawrence R. Broer/Peter J. Reed/Loree Rackstraw/William S. Doxey/Jerome Klinkowitz/Richard Giannone/John L. Simons/Leonard Mustazza/Zoltan Ab di-Nagy/Peter Freese/Wendy B. Faris,12/19/2002,258
God Bless You  Dr. Kevorkian,Kurt Vonnegut Jr.,5/22/2001,80
Jailbird,Kurt Vonnegut Jr.,1/12/1999,310
Fates Worse Than Death,Kurt Vonnegut Jr.,9/1/1992,240
The Red Tent,Anita Diamant,11/1/2005,336
Inside the Red Tent,Sandra Hack Polaski,7/1/2006,100
Anita Diamant's The Red Tent: A Reader's Guide,Ann Finding,9/7/2004,88
La Jeune fille à la perle,Tracy Chevalier/Marie-Odile Fortier-Masek,3/16/2002,313
Iron Kingdom: The Rise and Downfall of Prussia  1600–1947,Christopher   Clark,9/29/2006,776
Downfall (Dragonlance: Dhamon Saga  #1),Jean Rabe,3/1/2001,397
Berlin: The Downfall  1945,Antony Beevor,1/1/2002,489
El azul de la virgen,Tracy Chevalier,10/1/2004,411
Saturday,Ian McEwan,4/11/2006,289
I Love Saturdays y domingos,Alma Flor Ada/Elivia Savadier,9/1/2004,32
A Dangerous Fortune,Ken Follett,2/19/1999,596
The Man From St. Petersburg,Ken Follett,6/3/2003,320
Night Over Water,Ken Follett,4/6/2004,448
The Truth about the Drug Companies: How They Deceive Us and What to Do about It,Marcia Angell,8/9/2005,319
La verdad acerca de las Industrias Farmacéuticas: cómo nos engaña y qué hacer al respecto,Marcia Angell,12/1/2006,324
Jackdaws,Ken Follett,12/5/2006,416
Whiteout,Ken Follett/David Tennant,9/1/2006,4
Jackdaws,Ken Follett,11/26/2002,496
Battle Angel Alita - Last Order : Angel's Vision  Vol. 08,Yukito Kishiro,12/12/2006,208
Battle Angel Alita - Last Order : Guilty Angel  Vol. 07,Yukito Kishiro,6/13/2006,208
Gunnm Last Order  Tome 01,Yukito Kishiro,11/27/2002,200
Your Inner Physician and You: CranioSacral Therapy and SomatoEmotional Release,John E. Upledger,9/4/1997,240
My Life in France,Julia Child/Alex Prud'Homme,4/4/2006,336
A Short History of Nearly Everything (Illustrated Edition),Bill Bryson,10/5/2010,624
The Drawing of the Three (The Dark Tower  #2),Stephen King,8/5/2003,463
The Handmaid's Tale,Margaret Atwood/Valerie Martin,10/17/2006,350
The Handmaid's Tale,Margaret Atwood,9/1/2009,308
The Catcher in the Rye,J.D. Salinger,1/30/2001,277
The Catcher in the Rye - Barron's Book Notes,Barron's,10/1/1984,120
Franny and Zooey,J.D. Salinger,1/30/2001,201
Raise High the Roof Beam  Carpenters & Seymour: An Introduction,J.D. Salinger,1/30/2001,256
The Doors of Perception & Heaven and Hell,Aldous Huxley,5/4/2004,187
Brave New World,Aldous Huxley,9/1/1998,288
Island,Aldous Huxley,7/30/2002,354
The Perennial Philosophy,Aldous Huxley,4/13/2004,336
Huxley and God: Essays on Religious Experience,Aldous Huxley/Huston Smith/Jacqueline Hazard Bridgeman,3/1/2003,320
Moksha: Writings on Psychedelics & the Visionary Experience,Aldous Huxley/Michael Horowitz/Cynthia Palmer,4/1/1999,304
Point Counter Point,Aldous Huxley,10/1/1996,432
After Many a Summer Dies the Swan,Aldous Huxley,1/1/1993,368
The Flame Trees of Thika: Memories of an African Childhood,Elspeth Huxley,2/1/2000,281
The Devil Wears Prada (The Devil Wears Prada  #1),Lauren Weisberger,5/30/2006,432
Arundhati Roy's The God of Small Things: A Reader's Guide,Julie Mullaney,3/30/2002,96
A Separate Peace,John Knowles/David Levithan,9/30/2003,208
Black and Blue,Anna Quindlen,8/25/2010,288
A Virtuous Woman,Kaye Gibbons,11/5/1997,165
Here on Earth,Alice Hoffman,7/1/1999,336
The Heart of a Woman,Maya Angelou,5/17/1997,288
The Deep End of the Ocean (Cappadora Family  #1),Jacquelyn Mitchard,10/1/1999,464
Cane River,Lalita Tademy,4/1/2002,522
Where the Heart Is,Billie Letts,6/1/1998,376
Oprah Winfrey,Katherine E. Krohn,1/1/2002,128
Drowning Ruth,Christina Schwarz,7/31/2001,368
Fall on Your Knees,Ann-Marie MacDonald,10/29/2002,672
What Looks Like Crazy on an Ordinary Day (Idlewild  #1),Pearl Cleage,11/1/1998,244
While I Was Gone,Sue Miller,5/12/2000,304
Mother of Pearl,Melinda Haynes,6/1/2000,465
Breath  Eyes  Memory,Edwidge Danticat,5/18/1998,234
The Book of Ruth,Jane Hamilton,12/1/1989,328
Open House,Elizabeth Berg,5/1/2001,272
The Pilot's Wife,Anita Shreve,3/30/1999,304
Tara Road,Maeve Binchy,7/18/2000,648
A Lesson Before Dying,Ernest J. Gaines,9/28/1997,256
Paradise,Toni Morrison,4/1/1999,318
The Treasure Hunt: A Little Bill Book,Bill Cosby/Varnette P. Honeywood,9/1/1997,40
She's Come Undone,Wally Lamb,6/28/1998,465
We Were the Mulvaneys,Joyce Carol Oates,9/1/1997,454
A Map of the World,Jane Hamilton/Frank  Muller/C.J. Critt,12/3/1999,400
Daughter of Fortune,Isabel Allende/Margaret Sayers Peden,10/6/1999,399
The Meanest Thing To Say,Bill Cosby/Varnette P. Honeywood/Varnette Hon Eywood,9/1/1997,40
The Good Earth (House of Earth  #1),Pearl S. Buck,9/15/2004,357
A Fine Balance,Rohinton Mistry,11/30/2001,603
The Best Way to Play: A Little Bill Book,Bill Cosby/Varnette P. Honeywood/Varnette Honeywood,9/1/1997,40
White Oleander,Janet Fitch,5/1/2000,480
Cry  the Beloved Country,Alan Paton,11/1/2003,316
One Hundred Years of Solitude,Gabriel García Márquez/Gregory Rabassa,1/20/2004,458
Song of Solomon,Toni Morrison,9/1/1987,337
One Hundred Years of Solitude,Gabriel García Márquez/Gregory Rabassa,2/1/2006,417
The Bluest Eye,Toni Morrison,4/27/2000,216
The Poisonwood Bible,Barbara Kingsolver,10/1/1999,546
Vergeef me,Wally Lamb/Inge de Heer,7/1/2001,744
The Crusader: Ronald Reagan and the Fall of Communism,Paul Kengor,10/17/2006,432
Ronald Reagan: How an Ordinary Man Became an Extraordinary Leader,Dinesh D'Souza,2/23/1999,304
Ethan Frome and Summer,Edith Wharton/Elizabeth Strout,5/8/2001,274
Collected Stories  1891-1910,Edith Wharton/Maureen Howard,1/29/2001,928
A Backward Glance,Edith Wharton/Louis Auchincloss,7/15/1998,385
The Best Short Stories of Edith Wharton,Edith Wharton,4/16/2004,300
Complete Works of Oscar Wilde,Oscar Wilde/Merlin Holland,8/4/2003,1270
Oscar Wilde,Richard Ellmann,11/5/1988,736
An Ideal Husband,Oscar Wilde,2/5/2001,78
The Picture of Dorian Gray,Oscar Wilde/Jeffrey Eugenides,6/1/2004,272
De Profundis and Other Writings,Oscar Wilde/Hesketh Pearson,8/26/1976,252
Sense and Sensuality: Jesus Talks to Oscar Wilde on the Pursuit of Pleasure (Great Conversations),Ravi Zacharias,6/1/2006,94
Travels with Charley: In Search of America,John Steinbeck,2/5/2002,214
Novels and Stories 1932–1937: The Pastures of Heaven / To a God Unknown / Tortilla Flat / In Dubious Battle / Of Mice and Men,John Steinbeck/Elaine Steinbeck/Robert DeMott,9/1/1994,909
The Pearl,John Steinbeck,1/8/2002,96
The Life and Times of Scrooge McDuck,Don Rosa,6/1/2005,266
The Life and Times of Scrooge McDuck Companion,Don Rosa,9/19/2006,208
The Last Christmas of Ebenezer Scrooge,Marvin Kaye,9/1/2004,168
Uncle Scrooge #359,Don Rosa/Carl Barks/Lars Jensen/Pat McGreal/Carol McGreal/Frank Jonker/Romano Scarpa/Mau Heymans/José Massaroli,11/7/2006,64
A Christmas Story,Jean Shepherd,10/28/2003,144
My First Story of Christmas,Tim Dowley/Roger Langton,9/1/2004,24
The Christmas Story,Jane Werner Watson/Eloise Wilkin,8/1/2000,24
A Christmas Carol,Charles Dickens/P.J. Lynch,9/12/2006,160
A Christmas Carol,Charles Dickens,1/1/2012,112
The Annotated Christmas Carol,Charles Dickens/Michael Patrick Hearn/John Leech,11/17/2004,266
Charles Dickens' A Christmas Carol,Jane Parker Resnick/Christian Birmingham,10/11/2000,56
Little Dorrit,Charles Dickens/Hablot Knight Browne/David Gates,3/12/2002,1347
A Christmas Carol and Other Christmas Writings,Charles Dickens/Michael Slater,10/30/2003,288
The Life of Our Lord: Written for His Children During the Years 1846 to 1849,Charles Dickens,11/9/1999,128
Hard Times,Charles Dickens,10/19/2003,353
The Innocent Man: Murder and Injustice in a Small Town,John Grisham,10/10/2006,360
The Last Juror,John Grisham,4/25/2006,278
The Testament,John Grisham/Jorma-Veikko Sappinen,12/28/1999,535
The Rainmaker,John Grisham,9/27/2005,419
The Partner,John Grisham,4/26/2005,416
The Street Lawyer,John Grisham,4/26/2005,384
The Summons,John Grisham,9/27/2005,384
The Brethren,John Grisham,12/27/2005,384
The King of Torts,John Grisham,12/27/2005,276
Skipping Christmas,John Grisham,11/6/2004,198
The Firm,Robin Waterfield/John Grisham,2/15/2000,76
The Client,John Grisham,3/16/2010,483
A Painted House,John Grisham,2/3/2004,384
The Summons / The Brethren,John Grisham/Michael Beck/Frank  Muller,10/10/2006,0
Dragonfly in Amber (Outlander  #2),Diana Gabaldon,8/7/2001,743
Forever Amber,Kathleen Winsor,7/25/2002,972
Amber Brown Is Green With Envy,Paula Danziger/Tony Ross,8/1/2004,160
Amber Brown Is Not a Crayon,Paula Danziger/Tony Ross,9/7/2006,96
Amber and Ashes (Dragonlance: The Dark Disciple  #1),Margaret Weis,7/1/2005,336
The Waste Lands (The Dark Tower  #3),Stephen King/Ned Dameron,11/12/1992,509
The Dragon's Eye (Dragonology Chronicles  #1),Dugald A. Steer/Douglas Carrel,11/14/2006,221
The Dragon's Eye (Erec Rex  #1),Kaza Kingsley/Melvyn Grant,10/1/2006,341
Dragon's Eye (Stonefort  #1),James A. Hetley,10/31/2006,368
Dragon's Eye,Christopher Stasheff/William R. Forstchen/Nick DiChario/S.N. Lewitt/Bill Fawcett/Mike Resnick/Mickey Zucker Reichert/S.M. Stirling/Diane Duane/Jody Lynn Nye/Roland J. Green/Teresa Patterson/Judith R. Conly,7/1/1994,279
"Stand Back  Said the Elephant  ""I'm Going to Sneeze!""",Patricia Thomas/Wallace Tripp,4/23/1990,32
Here I Stand: A Life of Martin Luther,Roland H. Bainton,4/1/1995,336
The Stand: Das letzte Gefecht,Stephen King/Joachim Körber,9/1/2003,1227
'Salem's Lot,Stephen King/Jerry N. Uelsmann,11/1/2005,594
'Salem's Lot,Stephen King/Ron McLarty,1/19/2004,17
'Salem's Lot,Stephen King,10/17/1975,405
Carrie / 'Salem's Lot / The Shining,Stephen King,7/2/2002,1096
'Salem's Lot,Stephen King,11/13/1979,427
'Salem's Lot,Stephen King,10/6/2010,586
Orientalism,Edward W. Said,8/28/2003,396
Interpreter of Maladies,Jhumpa Lahiri,5/22/2000,198
The Faiths of the Founding Fathers,David L. Holmes,3/1/2006,225
Girls in Pants: The Third Summer of the Sisterhood (Sisterhood  #3),Ann Brashares,6/13/2006,338
Forever in Blue: The Fourth Summer of the Sisterhood (Sisterhood  #4),Ann Brashares,1/9/2007,384
Junie B.  First Grader: Cheater Pants (Junie B. Jones  #21),Barbara Park/Denise Brunkus,4/27/2004,86
Nineteen Eighty-Four,George Orwell/Thomas Pynchon,5/6/2003,339
Animal Farm / 1984,George Orwell/Christopher Hitchens,6/1/2003,400
1984,George Orwell/Erich Fromm,7/1/1981,268
Nineteen Eighty-Four,George Orwell,7/1/2005,387
Brave New World / Brave New World Revisited,Aldous Huxley/Christopher Hitchens,7/5/2005,340
Brave New World and Brave New World Revisited,Aldous Huxley/Christopher Hitchens,6/1/2004,340
Brave New World Revisited,Aldous Huxley,9/5/2006,123
Brave New World,Aldous Huxley,10/17/2006,259
Andrew Carnegie,David Nasaw,10/24/2006,896
The Cairo Trilogy: Palace Walk / Palace of Desire / Sugar Street (The Cairo Trilogy #1-3),Naguib Mahfouz,10/16/2001,1313
Children of the Alley,Naguib Mahfouz/Peter Theroux,10/18/1996,464
Akhenaten: Dweller in Truth,Naguib Mahfouz/Tagreid Abu-Hassabo,4/4/2000,168
Adrift on the Nile,Naguib Mahfouz/Frances Liardet,1/1/1994,167
Midaq Alley,Naguib Mahfouz/Trevor Le Gassick,12/1/1991,286
The Harafish,Naguib Mahfouz/Catherine Cobham/Naguib Mahfouz,9/17/1997,416
The Day the Leader Was Killed,Naguib Mahfouz/Surgana/Naguib Mahfouz,6/6/2000,112
Anne Frank Beyond the Diary: A Photographic Remembrance,Ruud van der Rol/Rian Verhoeven/Anna Quindlen/Anne Frank/Tony   Langham/Plym Peters,5/1/1995,113
Anne Frank Remembered: The Story of the Woman Who Helped to Hide the Frank Family,Miep Gies/Alison Leslie Gold,4/15/1988,252
The Diary of Anne Frank,Frances Goodrich/Albert Hackett/Wendy Kesselman,10/1/1998,70
Anne Frank: Life in Hiding,Johanna Hurwitz/Vera Rosenberry,12/8/1999,64
Cliffs Notes on Hansberry's A Raisin in the Sun,Rosetta James,8/15/1992,80
Dear John,Nicholas Sparks,10/30/2006,276
All the King's Men,Robert Penn Warren,9/1/1996,439
Cliffs notes on Warren's All the King's Men,L. David Allen,1/13/1964,80
All the King's Men: Three Stage Versions,Robert Penn Warren/James A. Perkins/James A. Grimshaw,7/4/2000,264
Men's Health: Book of Muscle - The World's Most Complete Guide to Building Your Body,Ian King/Lou Schuler/Frederick Deluvier,10/17/2003,364
Surely You're Joking  Mr. Feynman!: Adventures of a Curious Character,Richard P. Feynman,4/12/1997,391
The Feynman Lectures on Physics  3 Vols,Richard P. Feynman/Robert B. Leighton/Matthew L. Sands,1/1/1989,3
What Do You Care What Other People Think?,Richard P. Feynman,1/11/2001,256
Perfectly Reasonable Deviations from the Beaten Track: Letters of Richard P. Feynman,Richard P. Feynman/Michelle Feynman,4/5/2005,512
QED: The Strange Theory of Light and Matter,Richard P. Feynman,10/21/1988,158
Kiffe Kiffe Demain (French Edition),Faïza Guène,10/1/2005,182
iWoz,Steve Wozniak/Gina Smith,9/17/2006,313
Cradle to Cradle: Remaking the Way We Make Things,William McDonough/Michael Braungart,4/22/2002,193
Cradle and All,James Patterson,2/1/2001,384
The Creation of the American Republic  1776-1787,Gordon S. Wood,4/6/1998,675
Power  Faith  and Fantasy: America in the Middle East 1776 to the Present,Michael B. Oren,1/16/2007,832
Problems of the Self: Philosophical Papers 1956 1972,Bernard Williams,3/25/1976,276
Moral Luck: Philosophical Papers 1973-1980,Bernard Williams,3/12/1981,188
Ethics and the Limits of Philosophy,Bernard Williams,3/15/1986,230
On Rhetoric and Language: Four Key Dialogues,Jean Nienkamp,7/1/1999,232
The Norton Anthology of Modern and Contemporary Poetry,Jahan Ramazani/Richard Ellmann/Robert O'Clair,4/17/2003,1136
The Elephant War,Gillian Avery,10/1/2000,256
The Wind in the Willows,Kenneth Grahame/Gillian Avery,10/27/2005,197
The Everyman Anthology of Poetry for Children,Gillian Avery/Everyman's Library/Thomas Benwick,9/27/1994,379
Holiday Romance and Other Writings for Children,Charles Dickens,5/1/1995,368
Ideas Have Consequences,Richard M. Weaver,9/28/1984,198
The Ethics of Rhetoric,Richard M. Weaver,11/3/1995,240
Manliness,Harvey Mansfield,3/11/2006,304
Anna Karenina,Leo Tolstoy/Richard Pevear/Larissa Volokhonsky,12/1/2001,838
The Brothers Karamazov,Fyodor Dostoyevsky/Richard Pevear/Larissa Volokhonsky,1/16/1992,796
Selected Stories of Anton Chekhov,Anton Chekhov/Richard Pevear/Larissa Volokhonsky,10/31/2000,467
Mother Maria Skobtsova: Essential Writings,Maria Skobtsova/Richard Pevear,10/1/2002,192
What is Art?,Leo Tolstoy/Richard Pevear/Larissa Volokhonsky,8/31/1995,230
The Complete Short Novels,Anton Chekhov/Richard Pevear/Larissa Volokhonsky,8/18/2005,548
The Double and The Gambler,Fyodor Dostoyevsky/Richard Pevear/Larissa Volokhonsky,1/16/2007,344
The Adolescent,Fyodor Dostoyevsky/Richard Pevear/Larissa Volokhonsky,12/7/2004,647
If I Die in a Combat Zone,Tim O'Brien,4/7/2003,208
If I Die In A Combat Zone,Tim O'Brien,4/24/1995,208
Rainbow Six (John Clark  #2; Jack Ryan Universe  #10),Tom Clancy/David Dukes,9/1/1999,912
Child of War  Woman of Peace,Le Ly Hayslip/James Hayslip/Jenny Wurts,12/1/1993,388
When Heaven and Earth Changed Places: A Vietnamese Woman's Journey from War to Peace,Le Ly Hayslip/Jay Wurts,11/1/1993,400
Philip Vera Cruz: A Personal History of Filipino Immigrants and the Farmworkers Movement,Craig Scharlin/Lilia V. Villanueva,6/1/2000,208
Coming of Age in Mississippi: The Classic Autobiography of a Young Black Girl in the Rural South,Anne Moody,2/3/2004,424
I'm Too Young To Be Seventy,Judith Viorst/Laura Gibson,10/12/2005,64
Seventy-Seven Clocks (Bryant & May #3),Christopher Fowler,11/29/2005,496
The Blank Slate: The Modern Denial of Human Nature,Steven Pinker,8/26/2003,528
The Language Instinct: How the Mind Creates Language,Steven Pinker,11/7/2000,448
Learnability and Cognition: The Acquisition of Argument Structure,Steven Pinker/Jacques A. Mehler,8/28/1991,432
Fight Club,Chuck Palahniuk,10/17/2005,218
BSD Hacks,Lavigne,5/31/2004,450
The Design and Implementation of the 4.3BSD UNIX Operating System,Samuel J. Leffler/Marshall Kirk McKusick/Michael J. Karels,6/1/1989,471
Choke,Stuart Woods,9/12/1996,352
Choke Point: A Brinker Mystery (Brinker P.I.),James C. Mitchell,10/5/2004,272
The Aleph and Other Stories,Jorge Luis Borges/Andrew Hurley,7/27/2004,210
El Aleph,Jorge Luis Borges,9/1/2007,253
Vanity Fair,William Makepeace Thackeray/John Carey,1/30/2003,867
Vanity Fair,William Makepeace Thackeray/Nicholas Dames,11/1/2003,696
Vanity Fair,William Makepeace Thackeray,10/3/1998,672
V for Vendetta,Alan Moore/David   Lloyd,11/1/2005,296
V.,Thomas Pynchon/Carlos Martín Ramírez,1/2/2001,640
Girl in the Shadows (Shadows  #2),V.C. Andrews,3/7/2006,400
V for Vendetta,Steve Moore/Lilly Wachowski/Lana Wachowski/Alan Moore,3/1/2006,358
Heaven (Casteel  #1),V.C. Andrews,4/1/1997,464
Slow Learner: Early Stories,Thomas Pynchon,2/16/1995,208
A Gravity's Rainbow Companion: Sources and Contexts for Pynchon's Novel,Steven Weisenburger,11/1/2006,424
Casino Royale,Ian Fleming,6/3/2004,181
Casino Royale,Anthony Hern/Ian Fleming/Henry Gammidge/John McLusky,6/1/2005,96
Bel Canto,Ann Patchett,8/2/2005,352
Guerilla Film Makers Movie Blueprint,Chris          Jones/Jonathan Newman/Cara Williams,6/20/2003,608
Mini-Manual of the Urban Guerrilla,Carlos Marighella,9/9/2002,66
The Career Programmer: Guerilla Tactics for an Imperfect World (Expert's Voice),Christopher   Duncan,2/1/2006,264
A Bend in the River,V.S. Naipaul,5/10/2002,326
The Middle Passage,V.S. Naipaul,1/8/2002,256
Magic Seeds,V.S. Naipaul,11/8/2005,280
Half a Life,V.S. Naipaul,4/23/2009,224
North of South: An African Journey,Shiva Naipaul,9/26/1996,352
V.S. Naipaul,Bruce Alvin King,10/10/2003,240
Regeneration Through Violence: The Mythology of the American Frontier  1600–1860,Richard Slotkin,4/15/2000,670
Regeneration (Species Imperative  #3),Julie E. Czerneda,5/2/2006,543
The Regeneration Trilogy (Regeneration  #1-3),Pat Barker,1/1/1996,592
The Sparrow (The Sparrow  #1),Mary Doria Russell,11/1/1997,506
The Age of Bronze (Pirates of the Caribbean: Jack Sparrow  #5),Rob Kidd/Walt Disney Company,12/1/2006,144
The Sword of Cortés (Pirates of the Caribbean: Jack Sparrow  #4),Rob Kidd/Jean-Paul Orpinas/Walt Disney Company,10/1/2006,122
The Pirate Chase (Pirates of the Caribbean: Jack Sparrow  #3),Rob Kidd/Walt Disney Company,8/1/2006,119
The Siren Song (Pirates of the Caribbean: Jack Sparrow  #2),Rob Kidd/Jean-Paul Orpinas,6/1/2006,123
The Coming Storm (Pirates of the Caribbean: Jack Sparrow  #1),Rob Kidd/Jean-Paul Orpinas,6/1/2006,135
The Woman in White,Wilkie Collins/Matthew Sweet,2/27/2003,672
The Woman in White,Wilkie Collins,4/15/2005,504
